ID,Type,SKU,Name,Published,Short description,Description,In stock?,Regular price,Categories,Tags,Software,Tipo,SEO Keyword,Meta Description
218,simple,CTM-0219,Implementación Sitio Web Institucional,1,Implementación de sitio web institucional.,"Implementación de sitio web institucional. Pensado para PyMEs que buscan tener presencia digital profesional y funcional. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Implementación Sitio Web Institucional""? Solicitá una demo sin cargo.",1,6.00,Desarrollo Web,"Clientum,Desarrollo Web,Implementación,Multiplataforma",Multiplataforma,Implementación,desarrollo web implementación,Implementación Sitio Web Institucional: Implementación de sitio web institucional. Pedí tu presupuesto con Clientum.
219,simple,CTM-0220,<strong>Ítem: La solución definitiva para tus necesidades</strong>,1,"Ítem: el compañero perfecto para tu vida diaria, diseñado para mejorar la productividad, reducir el estrés y brindar comodidad y conveniencia.","Ítem: el compañero perfecto para tu vida diaria, diseñado para mejorar la productividad, reducir el estrés y brindar comodidad y conveniencia. Pensado para PyMEs que buscan tener presencia digital profesional y funcional. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""<strong>Ítem: La solución definitiva para tus necesidades</strong>""? Solicitá una demo sin cargo.",1,675.00,Desarrollo Web,"Clientum,Desarrollo Web,Implementación,Multiplataforma",Multiplataforma,Implementación,desarrollo web implementación,"<strong>Ítem: La solución definitiva para tus necesidades</strong>: Ítem: el compañero perfecto para tu vida diaria, diseñado para mejorar la produ... Pedí tu presupuesto con Clientum."
220,simple,CTM-0221,Plan Básico Web: ¡Tu sitio web profesional al alcance de tu mano!,1,Plan básico web: tu aliado para una presencia digital sólida características: sitio web de una página dominio personalizado diseño responsivo optimización SEO soporte técnico beneficios: establece una presencia en línea.,"Plan básico web: tu aliado para una presencia digital sólida características: sitio web de una página dominio personalizado diseño responsivo optimización SEO soporte técnico beneficios: establece una presencia en línea. Pensado para PyMEs que buscan tener presencia digital profesional y funcional. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Plan Básico Web: ¡Tu sitio web profesional al alcance de tu mano!""? Solicitá una demo sin cargo.",1,712.00,Desarrollo Web,"Clientum,Desarrollo Web,Multiplataforma,Soporte",Multiplataforma,Soporte,desarrollo web soporte,Plan Básico Web: ¡Tu sitio web profesional al alcance de tu mano!: Plan básico web: tu aliado para una presencia digital sólida características: si... Pedí tu presupuesto con Clientum.
221,simple,CTM-0222,Plantillas prediseñadas: ¡Crea contenido impactante en minutos!,1,Plantillas predefinidas: la solución para optimizar tus proyectos.,"Plantillas predefinidas: la solución para optimizar tus proyectos. Pensado para PyMEs que buscan tener presencia digital profesional y funcional. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Plantillas prediseñadas: ¡Crea contenido impactante en minutos!""? Solicitá una demo sin cargo.",1,825.00,Desarrollo Web,"Clientum,Desarrollo Web,Multiplataforma,Plantilla",Multiplataforma,Plantilla,desarrollo web plantilla,Plantillas prediseñadas: ¡Crea contenido impactante en minutos!: Plantillas predefinidas: la solución para optimizar tus proyectos. Pedí tu presupuesto con Clientum.
222,simple,CTM-0223,Diseño Personalizado Completo: Crea tu Propia Marca Única,1,"Diseño personalizado completo: creá tu propio mundo, a tu medida.","Diseño personalizado completo: creá tu propio mundo, a tu medida. Pensado para PyMEs que buscan tener presencia digital profesional y funcional. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Diseño Personalizado Completo: Crea tu Propia Marca Única""? Solicitá una demo sin cargo.",1,9.00,Desarrollo Web,"Clientum,Desarrollo Web,Implementación,Multiplataforma",Multiplataforma,Implementación,desarrollo web implementación,"Diseño Personalizado Completo: Crea tu Propia Marca Única: Diseño personalizado completo: creá tu propio mundo, a tu medida. Pedí tu presupuesto con Clientum."
223,simple,CTM-0224,Implementación de ERP Oracle e-Business Suite,1,Implementación del erp oracle e-business suite.,"Implementación del erp oracle e-business suite. Pensado para PyMEs que buscan centralizar la gestión administrativa, contable y de stock en un solo sistema. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Implementación de ERP Oracle e-Business Suite""? Solicitá una demo sin cargo.",1,975.00,ERP,"Clientum,ERP,Implementación,Multiplataforma",Multiplataforma,Implementación,erp implementación,Implementación de ERP Oracle e-Business Suite: Implementación del erp oracle e-business suite. Pedí tu presupuesto con Clientum.
224,simple,CTM-0225,Implementación de ERP Microsoft Dynamics 365,1,Soporte y mantenimiento de erp microsoft dynamics 365.,"Soporte y mantenimiento de erp microsoft dynamics 365. Pensado para PyMEs que buscan centralizar la gestión administrativa, contable y de stock en un solo sistema. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Implementación de ERP Microsoft Dynamics 365""? Solicitá una demo sin cargo.",1,96.00,ERP,"Clientum,ERP,Multiplataforma,Soporte",Multiplataforma,Soporte,erp soporte,Implementación de ERP Microsoft Dynamics 365: Soporte y mantenimiento de erp microsoft dynamics 365. Pedí tu presupuesto con Clientum.
225,simple,CTM-0226,Migración de ERP SAP a Odoo,1,Migración de erp sap a odoo.,"Migración de erp sap a odoo. Pensado para PyMEs que buscan centralizar la gestión administrativa, contable y de stock en un solo sistema. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Migración de ERP SAP a Odoo""? Solicitá una demo sin cargo.",1,9375.00,ERP,"Clientum,ERP,Implementación,Multiplataforma",Multiplataforma,Implementación,erp implementación,Migración de ERP SAP a Odoo: Migración de erp sap a odoo. Pedí tu presupuesto con Clientum.
226,simple,CTM-0227,Integración de ERP SAP con Herramientas de BI,1,Integración de erp sap con herramientas de bi.,"Integración de erp sap con herramientas de bi. Pensado para PyMEs que buscan centralizar la gestión administrativa, contable y de stock en un solo sistema. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Integración de ERP SAP con Herramientas de BI""? Solicitá una demo sin cargo.",1,9525.00,ERP,"Clientum,ERP,Integración,Multiplataforma",Multiplataforma,Integración,erp integración,Integración de ERP SAP con Herramientas de BI: Integración de erp sap con herramientas de bi. Pedí tu presupuesto con Clientum.
227,simple,CTM-0228,Actualización De Versión CRM,1,Actualización de erp sap a última versión.,"Actualización de erp sap a última versión. Pensado para PyMEs que buscan ordenar el seguimiento comercial y no perder oportunidades de venta. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Actualización De Versión CRM""? Solicitá una demo sin cargo.",1,93.00,CRM,"CRM,Clientum,Implementación,Multiplataforma",Multiplataforma,Implementación,crm implementación,Actualización De Versión CRM: Actualización de erp sap a última versión. Pedí tu presupuesto con Clientum.
228,simple,CTM-0229,Desarrollo de software personalizado,1,Desarrollo de soluciones personalizadas para erp microsoft dynamics 365.,"Desarrollo de soluciones personalizadas para erp microsoft dynamics 365. Pensado para PyMEs que buscan centralizar la gestión administrativa, contable y de stock en un solo sistema. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Desarrollo de software personalizado""? Solicitá una demo sin cargo.",1,915.00,ERP,"Clientum,ERP,Implementación,Multiplataforma",Multiplataforma,Implementación,erp implementación,Desarrollo de software personalizado: Desarrollo de soluciones personalizadas para erp microsoft dynamics 365. Pedí tu presupuesto con Clientum.
229,simple,CTM-0230,Implementación de ERP,1,Servicios de consultoría y despliegue de soluciones de gestión integral de procesos y recursos de negocio.,"Servicios de consultoría y despliegue de soluciones de gestión integral de procesos y recursos de negocio. Pensado para PyMEs que buscan centralizar la gestión administrativa, contable y de stock en un solo sistema. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Implementación de ERP""? Solicitá una demo sin cargo.",1,9075.00,ERP,"Capacitación,Clientum,ERP,Multiplataforma",Multiplataforma,Capacitación,erp capacitación,Implementación de ERP: Servicios de consultoría y despliegue de soluciones de gestión integral de procesos y recursos de negocio. Pedí tu presupuesto con Clientum.
230,simple,CTM-0231,Consultoría en Innovación Tecnológica,1,Innovación tecnológica.,"Innovación tecnológica. Pensado para PyMEs que buscan centralizar la gestión administrativa, contable y de stock en un solo sistema. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Consultoría en Innovación Tecnológica""? Solicitá una demo sin cargo.",1,8925.00,ERP,"Clientum,Consultoría,ERP,Multiplataforma",Multiplataforma,Consultoría,erp consultoría,Consultoría en Innovación Tecnológica: Innovación tecnológica. Pedí tu presupuesto con Clientum.
231,simple,CTM-0232,Servicios de Integración de ERP con otras Aplicaciones,1,Servicios de integración de sistemas erp con otras aplicaciones.,"Servicios de integración de sistemas erp con otras aplicaciones. Pensado para PyMEs que buscan centralizar la gestión administrativa, contable y de stock en un solo sistema. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Servicios de Integración de ERP con otras Aplicaciones""? Solicitá una demo sin cargo.",1,855.00,ERP,"Clientum,ERP,Integración,Multiplataforma",Multiplataforma,Integración,erp integración,Servicios de Integración de ERP con otras Aplicaciones: Servicios de integración de sistemas erp con otras aplicaciones. Pedí tu presupuesto con Clientum.
232,simple,CTM-0233,Transformación Digital Asistida,1,Asesoría en transformación digital y organizacional.,"Asesoría en transformación digital y organizacional. Pensado para PyMEs que buscan centralizar la gestión administrativa, contable y de stock en un solo sistema. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Transformación Digital Asistida""? Solicitá una demo sin cargo.",1,87.00,ERP,"Capacitación,Clientum,ERP,Multiplataforma",Multiplataforma,Capacitación,erp capacitación,Transformación Digital Asistida: Asesoría en transformación digital y organizacional. Pedí tu presupuesto con Clientum.
233,simple,CTM-0235,Gestión de la cadena de suministro,1,"Servicios de consultoría y construcción de aplicaciones para optimizar, automatizar y hacer más eficiente la cadena de suministro.","Servicios de consultoría y construcción de aplicaciones para optimizar, automatizar y hacer más eficiente la cadena de suministro. Pensado para PyMEs que buscan centralizar la gestión administrativa, contable y de stock en un solo sistema. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Gestión de la cadena de suministro""? Solicitá una demo sin cargo.",1,8325.00,ERP,"Clientum,Consultoría,ERP,Multiplataforma",Multiplataforma,Consultoría,erp consultoría,"Gestión de la cadena de suministro: Servicios de consultoría y construcción de aplicaciones para optimizar, automatizar y hacer más eficiente la ca... Pedí tu presupuesto con Clientum."
234,simple,CTM-0236,Project Management Platforms,1,Gestión de proyectos.,"Gestión de proyectos. Pensado para PyMEs que buscan centralizar la gestión administrativa, contable y de stock en un solo sistema. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Project Management Platforms""? Solicitá una demo sin cargo.",1,8475.00,ERP,"Clientum,ERP,Implementación,Multiplataforma",Multiplataforma,Implementación,erp implementación,Project Management Platforms: Gestión de proyectos. Pedí tu presupuesto con Clientum.
235,simple,CTM-0237,Soporte Avanzado ERP,1,Soporte avanzado erp.,"Soporte avanzado erp. Pensado para PyMEs que buscan centralizar la gestión administrativa, contable y de stock en un solo sistema. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Soporte Avanzado ERP""? Solicitá una demo sin cargo.",1,825.00,ERP,"Clientum,ERP,Multiplataforma,Soporte",Multiplataforma,Soporte,erp soporte,Soporte Avanzado ERP: Soporte avanzado erp. Pedí tu presupuesto con Clientum.
236,simple,CTM-0238,Gestión de proyectos y portafolio,1,Gestión de proyectos con analítica y automatización.,"Gestión de proyectos con analítica y automatización. Pensado para PyMEs que buscan centralizar la gestión administrativa, contable y de stock en un solo sistema. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Gestión de proyectos y portafolio""? Solicitá una demo sin cargo.",1,81.00,ERP,"Clientum,ERP,Implementación,Multiplataforma",Multiplataforma,Implementación,erp implementación,Gestión de proyectos y portafolio: Gestión de proyectos con analítica y automatización. Pedí tu presupuesto con Clientum.
237,simple,CTM-0239,Consultoría en experiencia del cliente,1,Optimización de la experiencia del cliente.,"Optimización de la experiencia del cliente. Pensado para PyMEs que buscan ordenar el seguimiento comercial y no perder oportunidades de venta. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Consultoría en experiencia del cliente""? Solicitá una demo sin cargo.",1,7875.00,CRM,"CRM,Clientum,Consultoría,Multiplataforma",Multiplataforma,Consultoría,crm consultoría,Consultoría en experiencia del cliente: Optimización de la experiencia del cliente. Pedí tu presupuesto con Clientum.
238,simple,CTM-0240,Implementación de CRM,1,"Servicios de consultoría y despliegue de soluciones de gestión integral de relaciones con clientes, ventas y servicio al cliente.","Servicios de consultoría y despliegue de soluciones de gestión integral de relaciones con clientes, ventas y servicio al cliente. Pensado para PyMEs que buscan ordenar el seguimiento comercial y no perder oportunidades de venta. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Implementación de CRM""? Solicitá una demo sin cargo.",1,795.00,CRM,"CRM,Clientum,Consultoría,Multiplataforma",Multiplataforma,Consultoría,crm consultoría,"Implementación de CRM: Servicios de consultoría y despliegue de soluciones de gestión integral de relaciones con clientes, ventas y servicio al cli... Pedí tu presupuesto con Clientum."
239,simple,CTM-0241,Gestión de la Producción,1,Supervisión de producción.,"Supervisión de producción. Pensado para PyMEs que buscan centralizar la gestión administrativa, contable y de stock en un solo sistema. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Gestión de la Producción""? Solicitá una demo sin cargo.",1,7725.00,ERP,"Clientum,ERP,Implementación,Multiplataforma",Multiplataforma,Implementación,erp implementación,Gestión de la Producción: Supervisión de producción. Pedí tu presupuesto con Clientum.
240,simple,CTM-0242,Optimización de Inventarios,1,Gestión y reabastecimiento de inventarios.,"Gestión y reabastecimiento de inventarios. Pensado para PyMEs que buscan centralizar la gestión administrativa, contable y de stock en un solo sistema. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Optimización de Inventarios""? Solicitá una demo sin cargo.",1,7425.00,ERP,"Clientum,ERP,Implementación,Multiplataforma",Multiplataforma,Implementación,erp implementación,Optimización de Inventarios: Gestión y reabastecimiento de inventarios. Pedí tu presupuesto con Clientum.
241,simple,CTM-0243,Integración de Sistemas ERP,1,Integración de sistemas.,"Integración de sistemas. Pensado para PyMEs que buscan centralizar la gestión administrativa, contable y de stock en un solo sistema. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Integración de Sistemas ERP""? Solicitá una demo sin cargo.",1,75.00,ERP,"Clientum,ERP,Integración,Multiplataforma",Multiplataforma,Integración,erp integración,Integración de Sistemas ERP: Integración de sistemas. Pedí tu presupuesto con Clientum.
242,simple,CTM-0244,Servicios de Certificación y Validación de ERP,1,Servicios de certificación y validación de sistemas erp.,"Servicios de certificación y validación de sistemas erp. Pensado para PyMEs que buscan centralizar la gestión administrativa, contable y de stock en un solo sistema. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Servicios de Certificación y Validación de ERP""? Solicitá una demo sin cargo.",1,765.00,ERP,"Clientum,ERP,Implementación,Multiplataforma",Multiplataforma,Implementación,erp implementación,Servicios de Certificación y Validación de ERP: Servicios de certificación y validación de sistemas erp. Pedí tu presupuesto con Clientum.
243,simple,CTM-0245,Gestión de Talento y RRHH,1,Solución de gestión del talento basada en ia.,"Solución de gestión del talento basada en ia. Pensado para PyMEs que buscan centralizar la gestión administrativa, contable y de stock en un solo sistema. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Gestión de Talento y RRHH""? Solicitá una demo sin cargo.",1,72.00,ERP,"Clientum,ERP,Implementación,Multiplataforma",Multiplataforma,Implementación,erp implementación,Gestión de Talento y RRHH: Solución de gestión del talento basada en ia. Pedí tu presupuesto con Clientum.
244,simple,CTM-0246,ERP para Servicios,1,Servicios integrales de gestión y desarrollo del talento dentro de las organizaciones.,"Servicios integrales de gestión y desarrollo del talento dentro de las organizaciones. Pensado para PyMEs que buscan centralizar la gestión administrativa, contable y de stock en un solo sistema. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""ERP para Servicios""? Solicitá una demo sin cargo.",1,7275.00,ERP,"Clientum,ERP,Implementación,Multiplataforma",Multiplataforma,Implementación,erp implementación,ERP para Servicios: Servicios integrales de gestión y desarrollo del talento dentro de las organizaciones. Pedí tu presupuesto con Clientum.
245,simple,CTM-0247,Integración ERP: Sincroniza tu tienda online y ERP para una gestión eficiente,1,Integración de la tienda en línea con el ERP de la empresa.,"Integración de la tienda en línea con el ERP de la empresa. Pensado para PyMEs que buscan centralizar la gestión administrativa, contable y de stock en un solo sistema. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Integración ERP: Sincroniza tu tienda online y ERP para una gestión eficiente""? Solicitá una demo sin cargo.",1,705.00,ERP,"Clientum,ERP,Integración,Multiplataforma",Multiplataforma,Integración,erp integración,Integración ERP: Sincroniza tu tienda online y ERP para una gestión eficiente: Integración de la tienda en línea con el ERP de la empresa. Pedí tu presupuesto con Clientum.
246,simple,CTM-0248,Implementación de ERP para Retail y Distribuidores,1,Erp para distribuidores y mayoristas.,"Erp para distribuidores y mayoristas. Pensado para PyMEs que buscan centralizar la gestión administrativa, contable y de stock en un solo sistema. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Implementación de ERP para Retail y Distribuidores""? Solicitá una demo sin cargo.",1,69.00,ERP,"Clientum,ERP,Implementación,Multiplataforma",Multiplataforma,Implementación,erp implementación,Implementación de ERP para Retail y Distribuidores: Erp para distribuidores y mayoristas. Pedí tu presupuesto con Clientum.
247,simple,CTM-0249,Auditoría de sistemas,1,Servicios de auditoría y optimización de sistemas erp.,"Servicios de auditoría y optimización de sistemas erp. Pensado para PyMEs que buscan centralizar la gestión administrativa, contable y de stock en un solo sistema. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Auditoría de sistemas""? Solicitá una demo sin cargo.",1,6825.00,ERP,"Clientum,Consultoría,ERP,Multiplataforma",Multiplataforma,Consultoría,erp consultoría,Auditoría de sistemas: Servicios de auditoría y optimización de sistemas erp. Pedí tu presupuesto con Clientum.
248,simple,CTM-0250,Gestión de Mantenimiento,1,Servicios de soporte y mantenimiento de sistemas erp.,"Servicios de soporte y mantenimiento de sistemas erp. Pensado para PyMEs que buscan centralizar la gestión administrativa, contable y de stock en un solo sistema. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Gestión de Mantenimiento""? Solicitá una demo sin cargo.",1,6225.00,ERP,"Clientum,ERP,Multiplataforma,Soporte",Multiplataforma,Soporte,erp soporte,Gestión de Mantenimiento: Servicios de soporte y mantenimiento de sistemas erp. Pedí tu presupuesto con Clientum.
249,simple,CTM-0251,Servicios de Integración de ERP Ecommerce,1,Servicios de integración de sistemas para ecommerce.,"Servicios de integración de sistemas para ecommerce. Pensado para PyMEs que buscan centralizar la gestión administrativa, contable y de stock en un solo sistema. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Servicios de Integración de ERP Ecommerce""? Solicitá una demo sin cargo.",1,6375.00,ERP,"Clientum,ERP,Integración,Multiplataforma",Multiplataforma,Integración,erp integración,Servicios de Integración de ERP Ecommerce: Servicios de integración de sistemas para ecommerce. Pedí tu presupuesto con Clientum.
250,simple,CTM-0252,Implementación de CRM para Retail y Distribuidores,1,Crm especializado en distribuidores.,"Crm especializado en distribuidores. Pensado para PyMEs que buscan ordenar el seguimiento comercial y no perder oportunidades de venta. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Implementación de CRM para Retail y Distribuidores""? Solicitá una demo sin cargo.",1,645.00,CRM,"CRM,Clientum,Implementación,Multiplataforma",Multiplataforma,Implementación,crm implementación,Implementación de CRM para Retail y Distribuidores: Crm especializado en distribuidores. Pedí tu presupuesto con Clientum.
251,simple,CTM-0253,ERP para Manufactura,1,Integración erp y crm para manufactura.,"Integración erp y crm para manufactura. Pensado para PyMEs que buscan centralizar la gestión administrativa, contable y de stock en un solo sistema. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""ERP para Manufactura""? Solicitá una demo sin cargo.",1,66.00,ERP,"Clientum,ERP,Integración,Multiplataforma",Multiplataforma,Integración,erp integración,ERP para Manufactura: Integración erp y crm para manufactura. Pedí tu presupuesto con Clientum.
252,simple,CTM-0254,Soporte a Usuarios Clave CRM,1,Configuración de usuarios: la clave para una experiencia de usuario personalizada.,"Configuración de usuarios: la clave para una experiencia de usuario personalizada. Pensado para PyMEs que buscan ordenar el seguimiento comercial y no perder oportunidades de venta. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Soporte a Usuarios Clave CRM""? Solicitá una demo sin cargo.",1,6675.00,CRM,"CRM,Clientum,Multiplataforma,Soporte",Multiplataforma,Soporte,crm soporte,Soporte a Usuarios Clave CRM: Configuración de usuarios: la clave para una experiencia de usuario personalizada. Pedí tu presupuesto con Clientum.
253,simple,CTM-0255,Gestión de Documentos,1,Servicios de creación de soluciones de gestión documental y archivo electrónico de información.,"Servicios de creación de soluciones de gestión documental y archivo electrónico de información. Pensado para PyMEs que buscan centralizar la gestión administrativa, contable y de stock en un solo sistema. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Gestión de Documentos""? Solicitá una demo sin cargo.",1,6.00,ERP,"Capacitación,Clientum,ERP,Multiplataforma",Multiplataforma,Capacitación,erp capacitación,Gestión de Documentos: Servicios de creación de soluciones de gestión documental y archivo electrónico de información. Pedí tu presupuesto con Clientum.
254,simple,CTM-0256,ERP para Agroindustria,1,Integración erp y crm para agroindustria.,"Integración erp y crm para agroindustria. Pensado para PyMEs que buscan centralizar la gestión administrativa, contable y de stock en un solo sistema. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""ERP para Agroindustria""? Solicitá una demo sin cargo.",1,6075.00,ERP,"Clientum,ERP,Integración,Multiplataforma",Multiplataforma,Integración,erp integración,ERP para Agroindustria: Integración erp y crm para agroindustria. Pedí tu presupuesto con Clientum.
255,simple,CTM-0257,Asesoría en Cumplimiento Normativo,1,Políticas de cumplimiento.,"Políticas de cumplimiento. Pensado para PyMEs que buscan centralizar la gestión administrativa, contable y de stock en un solo sistema. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Asesoría en Cumplimiento Normativo""? Solicitá una demo sin cargo.",1,585.00,ERP,"Clientum,Consultoría,ERP,Multiplataforma",Multiplataforma,Consultoría,erp consultoría,Asesoría en Cumplimiento Normativo: Políticas de cumplimiento. Pedí tu presupuesto con Clientum.
256,simple,CTM-0258,Gestión de Calidad,1,Implementación de un sistema de gestión de calidad.,"Implementación de un sistema de gestión de calidad. Pensado para PyMEs que buscan centralizar la gestión administrativa, contable y de stock en un solo sistema. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Gestión de Calidad""? Solicitá una demo sin cargo.",1,555.00,ERP,"Clientum,ERP,Implementación,Multiplataforma",Multiplataforma,Implementación,erp implementación,Gestión de Calidad: Implementación de un sistema de gestión de calidad. Pedí tu presupuesto con Clientum.
257,simple,CTM-0259,Consultoría Inicial para Servicios,1,Servicios de consultoría estratégica en sistemas erp.,"Servicios de consultoría estratégica en sistemas erp. Pensado para PyMEs que buscan centralizar la gestión administrativa, contable y de stock en un solo sistema. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Consultoría Inicial para Servicios""? Solicitá una demo sin cargo.",1,5625.00,ERP,"Clientum,Consultoría,ERP,Multiplataforma",Multiplataforma,Consultoría,erp consultoría,Consultoría Inicial para Servicios: Servicios de consultoría estratégica en sistemas erp. Pedí tu presupuesto con Clientum.
258,simple,CTM-0260,Implementación Básica: La solución integral para tu negocio,1,"Implementación básica: la base para el éxito de tu negocio. optimiza procesos, reduce costos, mejora la calidad y la satisfacción del cliente, y obtiene una ventaja competitiva.","Implementación básica: la base para el éxito de tu negocio. optimiza procesos, reduce costos, mejora la calidad y la satisfacción del cliente, y obtiene una ventaja competitiva. Pensado para PyMEs que buscan centralizar la gestión administrativa, contable y de stock en un solo sistema. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Implementación Básica: La solución integral para tu negocio""? Solicitá una demo sin cargo.",1,5775.00,ERP,"Clientum,ERP,Implementación,Multiplataforma",Multiplataforma,Implementación,erp implementación,"Implementación Básica: La solución integral para tu negocio: Implementación básica: la base para el éxito de tu negocio. optimiza procesos, reduce... Pedí tu presupuesto con Clientum."
259,simple,CTM-0261,Gestión de Ventas,1,Seguimiento y gestión de ventas y clientes.,"Seguimiento y gestión de ventas y clientes. Pensado para PyMEs que buscan centralizar la gestión administrativa, contable y de stock en un solo sistema. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Gestión de Ventas""? Solicitá una demo sin cargo.",1,54.00,ERP,"Clientum,ERP,Implementación,Multiplataforma",Multiplataforma,Implementación,erp implementación,Gestión de Ventas: Seguimiento y gestión de ventas y clientes. Pedí tu presupuesto con Clientum.
260,simple,CTM-0262,Recursos humanos,1,Soluciones de rrhh con análisis de datos y machine learning.,"Soluciones de rrhh con análisis de datos y machine learning. Pensado para PyMEs que buscan centralizar la gestión administrativa, contable y de stock en un solo sistema. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Recursos humanos""? Solicitá una demo sin cargo.",1,525.00,ERP,"Capacitación,Clientum,ERP,Multiplataforma",Multiplataforma,Capacitación,erp capacitación,Recursos humanos: Soluciones de rrhh con análisis de datos y machine learning. Pedí tu presupuesto con Clientum.
261,simple,CTM-0263,Plataforma de Administración de Propiedades,1,Gestión de propiedades inmobiliarias.,"Gestión de propiedades inmobiliarias. Pensado para PyMEs que buscan centralizar la gestión administrativa, contable y de stock en un solo sistema. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Plataforma de Administración de Propiedades""? Solicitá una demo sin cargo.",1,5025.00,ERP,"Clientum,ERP,Implementación,Multiplataforma",Multiplataforma,Implementación,erp implementación,Plataforma de Administración de Propiedades: Gestión de propiedades inmobiliarias. Pedí tu presupuesto con Clientum.
262,simple,CTM-0264,Integración ERP y CRM para Retail y Distribuidores,1,Integración erp y crm para distribuidores.,"Integración erp y crm para distribuidores. Pensado para PyMEs que buscan ordenar el seguimiento comercial y no perder oportunidades de venta. Incluye acompañamiento del equipo de Clientum durante toda la implementación y soporte post-entrega. ¿Querés más información sobre ""Integración ERP y CRM para Retail y Distribuidores""? Solicitá una demo sin cargo.",1,5175.00,CRM,"CRM,Clientum,Integración,Multiplataforma",Multiplataforma,Integración,crm integración,Integración ERP y CRM para Retail y Distribuidores: Integración erp y crm para distribuidores. Pedí tu presupuesto con Clientum.
